date,site_no,Temperature (C),Discharge (cfs),Gage Height (ft)
2021-12-13 04:45:00,12189500,4.5,5090.0,5.43
2021-12-13 05:00:00,12189500,4.5,5090.0,5.43
2021-12-13 05:15:00,12189500,4.5,5090.0,5.43
2021-12-13 05:30:00,12189500,4.5,5060.0,5.42
2021-12-13 05:45:00,12189500,4.5,5040.0,5.41
2021-12-13 06:00:00,12189500,4.5,5040.0,5.41
2021-12-13 06:15:00,12189500,4.5,5040.0,5.41
2021-12-13 06:30:00,12189500,4.5,5040.0,5.41
2021-12-13 06:45:00,12189500,4.5,5020.0,5.4
2021-12-13 07:00:00,12189500,4.5,5020.0,5.4
2021-12-13 07:15:00,12189500,4.5,5020.0,5.4
2021-12-13 07:30:00,12189500,4.5,4990.0,5.39
2021-12-13 07:45:00,12189500,4.5,4970.0,5.38
2021-12-13 08:00:00,12189500,4.5,4990.0,5.39
2021-12-13 08:15:00,12189500,4.5,4990.0,5.39
2021-12-13 08:30:00,12189500,4.5,4970.0,5.38
2021-12-13 08:45:00,12189500,4.5,4940.0,5.37
2021-12-13 09:00:00,12189500,4.5,4940.0,5.37
2021-12-13 09:15:00,12189500,4.5,4940.0,5.37
2021-12-13 09:30:00,12189500,4.5,4920.0,5.36
2021-12-13 09:45:00,12189500,4.5,4970.0,5.38
2021-12-13 10:00:00,12189500,4.5,4940.0,5.37
2021-12-13 10:15:00,12189500,4.5,4920.0,5.36
2021-12-13 10:30:00,12189500,4.5,4920.0,5.36
2021-12-13 10:45:00,12189500,4.5,4870.0,5.34
2021-12-13 11:00:00,12189500,4.5,4870.0,5.34
2021-12-13 11:15:00,12189500,4.5,4890.0,5.35
2021-12-13 11:30:00,12189500,4.5,4850.0,5.33
2021-12-13 11:45:00,12189500,4.6,4850.0,5.33
2021-12-13 12:00:00,12189500,4.6,4850.0,5.33
2021-12-13 12:15:00,12189500,4.6,4850.0,5.33
2021-12-13 12:30:00,12189500,4.6,4850.0,5.33
2021-12-13 12:45:00,12189500,4.6,4820.0,5.32
2021-12-13 13:00:00,12189500,4.6,4770.0,5.3
2021-12-13 13:15:00,12189500,4.6,4800.0,5.31
2021-12-13 13:30:00,12189500,4.6,4770.0,5.3
2021-12-13 13:45:00,12189500,4.7,4770.0,5.3
2021-12-13 14:00:00,12189500,4.7,4770.0,5.3
2021-12-13 14:15:00,12189500,4.7,4770.0,5.3
2021-12-13 14:30:00,12189500,4.7,4770.0,5.3
2021-12-13 14:45:00,12189500,4.7,4750.0,5.29
2021-12-13 15:00:00,12189500,4.7,4750.0,5.29
2021-12-13 15:15:00,12189500,4.7,4750.0,5.29
2021-12-13 15:30:00,12189500,4.7,4750.0,5.29
2021-12-13 15:45:00,12189500,4.7,4750.0,5.29
2021-12-13 16:00:00,12189500,4.7,4750.0,5.29
2021-12-13 16:15:00,12189500,4.8,4730.0,5.28
2021-12-13 16:30:00,12189500,4.8,4730.0,5.28
2021-12-13 16:45:00,12189500,4.8,4730.0,5.28
2021-12-13 17:00:00,12189500,4.8,4700.0,5.27
2021-12-13 17:15:00,12189500,4.8,4700.0,5.27
2021-12-13 17:30:00,12189500,4.8,4700.0,5.27
2021-12-13 17:45:00,12189500,4.8,4730.0,5.28
2021-12-13 18:00:00,12189500,4.8,4680.0,5.26
2021-12-13 18:15:00,12189500,4.8,4680.0,5.26
2021-12-13 18:30:00,12189500,4.8,4660.0,5.25
2021-12-13 18:45:00,12189500,4.8,4700.0,5.27
2021-12-13 19:00:00,12189500,4.8,4660.0,5.25
2021-12-13 19:15:00,12189500,4.8,4630.0,5.24
2021-12-13 19:30:00,12189500,4.8,4630.0,5.24
2021-12-13 19:45:00,12189500,4.8,4660.0,5.25
2021-12-13 20:00:00,12189500,4.8,4660.0,5.25
2021-12-13 20:15:00,12189500,4.8,4660.0,5.25
2021-12-13 20:30:00,12189500,4.8,4630.0,5.24
2021-12-13 20:45:00,12189500,4.8,4660.0,5.25
2021-12-13 21:00:00,12189500,4.8,4610.0,5.23
2021-12-13 21:15:00,12189500,4.8,4630.0,5.24
2021-12-13 21:30:00,12189500,4.8,4610.0,5.23
2021-12-13 21:45:00,12189500,4.8,4610.0,5.23
2021-12-13 22:00:00,12189500,4.8,4630.0,5.24
2021-12-13 22:15:00,12189500,4.8,4610.0,5.23
2021-12-13 22:30:00,12189500,4.8,4610.0,5.23
2021-12-13 22:45:00,12189500,4.8,4590.0,5.22
2021-12-13 23:00:00,12189500,4.8,4590.0,5.22
2021-12-13 23:15:00,12189500,4.8,4560.0,5.21
2021-12-13 23:30:00,12189500,4.8,4560.0,5.21
2021-12-13 23:45:00,12189500,4.8,4560.0,5.21
2021-12-14 00:00:00,12189500,4.8,4590.0,5.22
2021-12-14 00:15:00,12189500,4.8,4560.0,5.21
2021-12-14 00:30:00,12189500,4.8,4560.0,5.21
2021-12-14 00:45:00,12189500,4.8,4560.0,5.21
2021-12-14 01:00:00,12189500,4.8,4520.0,5.19
2021-12-14 01:15:00,12189500,4.8,4540.0,5.2
2021-12-14 01:30:00,12189500,4.8,4560.0,5.21
2021-12-14 01:45:00,12189500,4.8,4520.0,5.19
2021-12-14 02:00:00,12189500,4.8,4520.0,5.19
2021-12-14 02:15:00,12189500,4.7,4540.0,5.2
2021-12-14 02:30:00,12189500,4.7,4490.0,5.18
2021-12-14 02:45:00,12189500,4.7,4490.0,5.18
2021-12-14 03:00:00,12189500,4.7,4490.0,5.18
2021-12-14 03:15:00,12189500,4.7,4470.0,5.17
2021-12-14 03:30:00,12189500,4.7,4490.0,5.18
2021-12-14 03:45:00,12189500,4.7,4490.0,5.18
2021-12-14 04:00:00,12189500,4.7,4470.0,5.17
2021-12-14 04:15:00,12189500,4.7,4430.0,5.15
2021-12-14 04:30:00,12189500,4.7,4470.0,5.17
2021-12-14 04:45:00,12189500,4.6,4470.0,5.17
2021-12-14 05:00:00,12189500,4.6,4450.0,5.16
2021-12-14 05:15:00,12189500,4.6,4450.0,5.16
2021-12-14 05:30:00,12189500,4.6,4430.0,5.15
2021-12-14 05:45:00,12189500,4.6,4450.0,5.16
2021-12-14 06:00:00,12189500,4.6,4450.0,5.16
2021-12-14 06:15:00,12189500,4.6,4430.0,5.15
2021-12-14 06:30:00,12189500,4.6,4400.0,5.14
2021-12-14 06:45:00,12189500,4.6,4450.0,5.16
2021-12-14 07:00:00,12189500,4.6,4400.0,5.14
2021-12-14 07:15:00,12189500,4.6,4400.0,5.14
2021-12-14 07:30:00,12189500,4.6,4380.0,5.13
2021-12-14 07:45:00,12189500,4.6,4380.0,5.13
2021-12-14 08:00:00,12189500,4.6,4380.0,5.13
2021-12-14 08:15:00,12189500,4.6,4360.0,5.12
2021-12-14 08:30:00,12189500,4.6,4360.0,5.12
2021-12-14 08:45:00,12189500,4.6,4360.0,5.12
2021-12-14 09:00:00,12189500,4.6,4340.0,5.11
2021-12-14 09:15:00,12189500,4.6,4340.0,5.11
2021-12-14 09:30:00,12189500,4.6,4310.0,5.1
2021-12-14 09:45:00,12189500,4.6,4310.0,5.1
2021-12-14 10:00:00,12189500,4.6,4310.0,5.1
2021-12-14 10:15:00,12189500,4.7,4310.0,5.1
2021-12-14 10:30:00,12189500,4.7,4290.0,5.09
2021-12-14 10:45:00,12189500,4.7,4290.0,5.09
2021-12-14 11:00:00,12189500,4.7,4290.0,5.09
2021-12-14 11:15:00,12189500,4.7,4290.0,5.09
2021-12-14 11:30:00,12189500,4.7,4270.0,5.08
2021-12-14 11:45:00,12189500,4.8,4270.0,5.08
2021-12-14 12:00:00,12189500,4.8,4250.0,5.07
2021-12-14 12:15:00,12189500,4.8,4250.0,5.07
2021-12-14 12:30:00,12189500,4.9,4250.0,5.07
2021-12-14 12:45:00,12189500,4.9,4250.0,5.07
2021-12-14 13:00:00,12189500,5.0,4250.0,5.07
2021-12-14 13:15:00,12189500,5.0,4270.0,5.08
2021-12-14 13:30:00,12189500,5.0,4230.0,5.06
2021-12-14 13:45:00,12189500,5.0,4250.0,5.07
2021-12-14 14:00:00,12189500,5.0,4230.0,5.06
2021-12-14 14:15:00,12189500,5.0,4200.0,5.05
2021-12-14 14:30:00,12189500,5.0,4200.0,5.05
2021-12-14 14:45:00,12189500,5.0,4200.0,5.05
2021-12-14 15:00:00,12189500,5.0,4200.0,5.05
2021-12-14 15:15:00,12189500,5.0,4230.0,5.06
2021-12-14 15:30:00,12189500,5.0,4200.0,5.05
2021-12-14 15:45:00,12189500,5.0,4200.0,5.05
2021-12-14 16:00:00,12189500,5.0,4180.0,5.04
2021-12-14 16:15:00,12189500,5.0,4160.0,5.03
2021-12-14 16:30:00,12189500,5.0,4160.0,5.03
2021-12-14 16:45:00,12189500,5.0,4180.0,5.04
2021-12-14 17:00:00,12189500,5.0,4160.0,5.03
2021-12-14 17:15:00,12189500,4.9,4140.0,5.02
2021-12-14 17:30:00,12189500,4.9,4160.0,5.03
2021-12-14 17:45:00,12189500,4.9,4140.0,5.02
2021-12-14 18:00:00,12189500,4.9,4160.0,5.03
2021-12-14 18:15:00,12189500,4.9,4140.0,5.02
2021-12-14 18:30:00,12189500,4.9,4140.0,5.02
2021-12-14 18:45:00,12189500,4.9,4120.0,5.01
2021-12-14 19:00:00,12189500,4.9,4120.0,5.01
2021-12-14 19:15:00,12189500,4.9,4120.0,5.01
2021-12-14 19:30:00,12189500,4.9,4120.0,5.01
2021-12-14 19:45:00,12189500,4.9,4120.0,5.01
2021-12-14 20:00:00,12189500,4.9,4080.0,4.99
2021-12-14 20:15:00,12189500,4.9,4120.0,5.01
2021-12-14 20:30:00,12189500,4.9,4100.0,5.0
2021-12-14 20:45:00,12189500,4.9,4100.0,5.0
2021-12-14 21:00:00,12189500,4.9,4080.0,4.99
2021-12-14 21:15:00,12189500,4.9,4100.0,5.0
2021-12-14 21:30:00,12189500,4.9,4080.0,4.99
2021-12-14 21:45:00,12189500,4.9,4080.0,4.99
2021-12-14 22:00:00,12189500,4.9,4050.0,4.98
2021-12-14 22:15:00,12189500,4.9,4050.0,4.98
2021-12-14 22:30:00,12189500,4.9,4050.0,4.98
2021-12-14 22:45:00,12189500,4.9,4050.0,4.98
2021-12-14 23:00:00,12189500,4.9,4050.0,4.98
2021-12-14 23:15:00,12189500,4.8,4050.0,4.98
2021-12-14 23:30:00,12189500,4.8,4070.0,4.99
2021-12-14 23:45:00,12189500,4.8,4050.0,4.98
2021-12-15 00:00:00,12189500,4.8,4050.0,4.98
2021-12-15 00:15:00,12189500,4.8,4030.0,4.97
2021-12-15 00:30:00,12189500,4.8,4030.0,4.97
2021-12-15 00:45:00,12189500,4.8,4030.0,4.97
2021-12-15 01:00:00,12189500,4.8,4010.0,4.96
2021-12-15 01:15:00,12189500,4.8,4010.0,4.96
2021-12-15 01:30:00,12189500,4.7,4010.0,4.96
2021-12-15 01:45:00,12189500,4.7,3990.0,4.95
2021-12-15 02:00:00,12189500,4.7,4010.0,4.96
2021-12-15 02:15:00,12189500,4.7,4010.0,4.96
2021-12-15 02:30:00,12189500,4.7,4010.0,4.96
2021-12-15 02:45:00,12189500,4.6,3990.0,4.95
2021-12-15 03:00:00,12189500,4.6,3990.0,4.95
2021-12-15 03:15:00,12189500,4.6,3950.0,4.93
2021-12-15 03:30:00,12189500,4.6,3970.0,4.94
2021-12-15 03:45:00,12189500,4.6,3990.0,4.95
2021-12-15 04:00:00,12189500,4.6,3970.0,4.94
2021-12-15 04:15:00,12189500,4.6,3950.0,4.93
2021-12-15 04:30:00,12189500,4.6,3950.0,4.93
2021-12-15 04:45:00,12189500,4.6,3950.0,4.93
2021-12-15 05:00:00,12189500,4.6,3950.0,4.93
2021-12-15 05:15:00,12189500,4.5,3950.0,4.93
2021-12-15 05:30:00,12189500,4.5,3950.0,4.93
2021-12-15 05:45:00,12189500,4.5,3930.0,4.92
2021-12-15 06:00:00,12189500,4.5,3930.0,4.92
2021-12-15 06:15:00,12189500,4.5,3930.0,4.92
2021-12-15 06:30:00,12189500,4.5,3930.0,4.92
2021-12-15 06:45:00,12189500,4.5,3930.0,4.92
2021-12-15 07:00:00,12189500,4.5,3910.0,4.91
2021-12-15 07:15:00,12189500,4.4,3910.0,4.91
2021-12-15 07:30:00,12189500,4.4,3910.0,4.91
2021-12-15 07:45:00,12189500,4.4,3910.0,4.91
2021-12-15 08:00:00,12189500,4.4,3910.0,4.91
2021-12-15 08:15:00,12189500,4.4,3890.0,4.9
2021-12-15 08:30:00,12189500,4.4,3890.0,4.9
2021-12-15 08:45:00,12189500,4.4,3910.0,4.91
2021-12-15 09:00:00,12189500,4.4,3910.0,4.91
2021-12-15 09:15:00,12189500,4.4,3890.0,4.9
2021-12-15 09:30:00,12189500,4.4,3860.0,4.89
2021-12-15 09:45:00,12189500,4.4,3890.0,4.9
2021-12-15 10:00:00,12189500,4.4,3860.0,4.89
2021-12-15 10:15:00,12189500,4.4,3840.0,4.88
2021-12-15 10:30:00,12189500,4.4,3860.0,4.89
2021-12-15 10:45:00,12189500,4.4,3840.0,4.88
2021-12-15 11:00:00,12189500,4.4,3840.0,4.88
2021-12-15 11:15:00,12189500,4.4,3820.0,4.87
2021-12-15 11:30:00,12189500,4.4,3820.0,4.87
2021-12-15 11:45:00,12189500,4.4,3840.0,4.88
2021-12-15 12:00:00,12189500,4.5,3840.0,4.88
2021-12-15 12:15:00,12189500,4.5,3820.0,4.87
2021-12-15 12:30:00,12189500,4.5,3820.0,4.87
2021-12-15 12:45:00,12189500,4.6,3820.0,4.87
2021-12-15 13:00:00,12189500,4.6,3840.0,4.88
2021-12-15 13:15:00,12189500,4.6,3840.0,4.88
2021-12-15 13:30:00,12189500,4.6,3800.0,4.86
2021-12-15 13:45:00,12189500,4.6,3820.0,4.87
2021-12-15 14:00:00,12189500,4.7,3800.0,4.86
2021-12-15 14:15:00,12189500,4.7,3800.0,4.86
2021-12-15 14:30:00,12189500,4.7,3780.0,4.85
2021-12-15 14:45:00,12189500,4.8,3780.0,4.85
2021-12-15 15:00:00,12189500,4.8,3780.0,4.85
2021-12-15 15:15:00,12189500,4.8,3780.0,4.85
2021-12-15 15:30:00,12189500,4.8,3780.0,4.85
2021-12-15 15:45:00,12189500,4.9,3780.0,4.85
2021-12-15 16:00:00,12189500,4.8,3760.0,4.84
2021-12-15 16:15:00,12189500,4.9,3760.0,4.84
2021-12-15 16:30:00,12189500,4.9,3760.0,4.84
2021-12-15 16:45:00,12189500,4.8,3760.0,4.84
2021-12-15 17:00:00,12189500,4.8,3760.0,4.84
2021-12-15 17:15:00,12189500,4.8,3740.0,4.83
2021-12-15 17:30:00,12189500,4.8,3740.0,4.83
2021-12-15 17:45:00,12189500,4.8,3740.0,4.83
2021-12-15 18:00:00,12189500,4.8,3720.0,4.82
2021-12-15 18:15:00,12189500,4.8,3740.0,4.83
2021-12-15 18:30:00,12189500,4.8,3740.0,4.83
2021-12-15 18:45:00,12189500,4.8,3720.0,4.82
2021-12-15 19:00:00,12189500,4.8,3740.0,4.83
2021-12-15 19:15:00,12189500,4.8,3720.0,4.82
2021-12-15 19:30:00,12189500,4.8,3740.0,4.83
2021-12-15 19:45:00,12189500,4.8,3700.0,4.81
2021-12-15 20:00:00,12189500,4.7,3720.0,4.82
2021-12-15 20:15:00,12189500,4.7,3700.0,4.81
2021-12-15 20:30:00,12189500,4.7,3720.0,4.82
2021-12-15 20:45:00,12189500,4.7,3700.0,4.81
2021-12-15 21:00:00,12189500,4.7,3720.0,4.82
2021-12-15 21:15:00,12189500,4.6,3700.0,4.81
2021-12-15 21:30:00,12189500,4.6,3680.0,4.8
2021-12-15 21:45:00,12189500,4.6,3680.0,4.8
2021-12-15 22:00:00,12189500,4.6,3680.0,4.8
2021-12-15 22:15:00,12189500,4.6,3700.0,4.81
2021-12-15 22:30:00,12189500,4.6,3680.0,4.8
2021-12-15 22:45:00,12189500,4.6,3680.0,4.8
2021-12-15 23:00:00,12189500,4.6,3680.0,4.8
2021-12-15 23:15:00,12189500,4.6,3680.0,4.8
2021-12-15 23:30:00,12189500,4.6,3660.0,4.79
2021-12-15 23:45:00,12189500,4.6,3660.0,4.79
2021-12-16 00:00:00,12189500,4.5,3680.0,4.8
2021-12-16 00:15:00,12189500,4.5,3660.0,4.79
2021-12-16 00:30:00,12189500,4.5,3660.0,4.79
2021-12-16 00:45:00,12189500,4.5,3660.0,4.79
2021-12-16 01:00:00,12189500,4.5,3640.0,4.78
2021-12-16 01:15:00,12189500,4.5,3640.0,4.78
2021-12-16 01:30:00,12189500,4.5,3640.0,4.78
2021-12-16 01:45:00,12189500,4.5,3640.0,4.78
2021-12-16 02:00:00,12189500,4.5,3640.0,4.78
2021-12-16 02:15:00,12189500,4.5,3620.0,4.77
2021-12-16 02:30:00,12189500,4.5,3620.0,4.77
2021-12-16 02:45:00,12189500,4.5,3640.0,4.78
2021-12-16 03:00:00,12189500,4.5,3620.0,4.77
2021-12-16 03:15:00,12189500,4.5,3620.0,4.77
2021-12-16 03:30:00,12189500,4.5,3600.0,4.76
2021-12-16 03:45:00,12189500,4.5,3600.0,4.76
2021-12-16 04:00:00,12189500,4.5,3600.0,4.76
2021-12-16 04:15:00,12189500,4.5,3600.0,4.76
2021-12-16 04:30:00,12189500,4.4,3620.0,4.77
2021-12-16 04:45:00,12189500,4.5,3600.0,4.76
2021-12-16 05:00:00,12189500,4.4,3580.0,4.75
2021-12-16 05:15:00,12189500,4.4,3600.0,4.76
2021-12-16 05:30:00,12189500,4.4,3580.0,4.75
2021-12-16 05:45:00,12189500,4.4,3580.0,4.75
2021-12-16 06:00:00,12189500,4.4,3580.0,4.75
2021-12-16 06:15:00,12189500,4.4,3580.0,4.75
2021-12-16 06:30:00,12189500,4.4,3580.0,4.75
2021-12-16 06:45:00,12189500,4.4,3560.0,4.74
2021-12-16 07:00:00,12189500,4.4,3580.0,4.75
2021-12-16 07:15:00,12189500,4.4,3580.0,4.75
2021-12-16 07:30:00,12189500,4.4,3580.0,4.75
2021-12-16 07:45:00,12189500,4.4,3560.0,4.74
2021-12-16 08:00:00,12189500,4.4,3560.0,4.74
2021-12-16 08:15:00,12189500,4.4,3560.0,4.74
2021-12-16 08:30:00,12189500,4.4,3540.0,4.73
2021-12-16 08:45:00,12189500,4.4,3560.0,4.74
2021-12-16 09:00:00,12189500,4.4,3560.0,4.74
2021-12-16 09:15:00,12189500,4.4,3560.0,4.74
2021-12-16 09:30:00,12189500,4.4,3560.0,4.74
2021-12-16 09:45:00,12189500,4.4,3560.0,4.74
2021-12-16 10:00:00,12189500,4.4,3560.0,4.74
2021-12-16 10:15:00,12189500,4.3,3540.0,4.73
2021-12-16 10:30:00,12189500,4.4,3540.0,4.73
2021-12-16 10:45:00,12189500,4.3,3540.0,4.73
2021-12-16 11:00:00,12189500,4.3,3540.0,4.73
2021-12-16 11:15:00,12189500,4.3,3560.0,4.74
2021-12-16 11:30:00,12189500,4.3,3560.0,4.74
2021-12-16 11:45:00,12189500,4.3,3540.0,4.73
2021-12-16 12:00:00,12189500,4.3,3520.0,4.72
2021-12-16 12:15:00,12189500,4.3,3540.0,4.73
2021-12-16 12:30:00,12189500,4.4,3540.0,4.73
2021-12-16 12:45:00,12189500,4.4,3520.0,4.72
2021-12-16 13:00:00,12189500,4.4,3540.0,4.73
2021-12-16 13:15:00,12189500,4.4,3540.0,4.73
2021-12-16 13:30:00,12189500,4.4,3520.0,4.72
2021-12-16 13:45:00,12189500,4.4,3520.0,4.72
2021-12-16 14:00:00,12189500,4.4,3520.0,4.72
2021-12-16 14:15:00,12189500,4.5,3520.0,4.72
2021-12-16 14:30:00,12189500,4.5,3520.0,4.72
2021-12-16 14:45:00,12189500,4.5,3520.0,4.72
2021-12-16 15:00:00,12189500,4.5,3520.0,4.72
2021-12-16 15:15:00,12189500,4.5,3500.0,4.71
2021-12-16 15:30:00,12189500,4.5,3500.0,4.71
2021-12-16 15:45:00,12189500,4.5,3520.0,4.72
2021-12-16 16:00:00,12189500,4.5,3500.0,4.71
2021-12-16 16:15:00,12189500,4.5,3520.0,4.72
2021-12-16 16:30:00,12189500,4.5,3500.0,4.71
2021-12-16 16:45:00,12189500,4.5,3500.0,4.71
2021-12-16 17:00:00,12189500,4.5,3500.0,4.71
2021-12-16 17:15:00,12189500,4.5,3500.0,4.71
2021-12-16 17:30:00,12189500,4.5,3480.0,4.7
2021-12-16 17:45:00,12189500,4.5,3480.0,4.7
2021-12-16 18:00:00,12189500,4.5,3480.0,4.7
2021-12-16 18:15:00,12189500,4.5,3480.0,4.7
2021-12-16 18:30:00,12189500,4.5,3480.0,4.7
2021-12-16 18:45:00,12189500,4.5,3480.0,4.7
2021-12-16 19:00:00,12189500,4.5,3480.0,4.7
2021-12-16 19:15:00,12189500,4.5,3470.0,4.69
2021-12-16 19:30:00,12189500,4.5,3480.0,4.7
2021-12-16 19:45:00,12189500,4.5,3470.0,4.69
2021-12-16 20:00:00,12189500,4.5,3470.0,4.69
2021-12-16 20:15:00,12189500,4.5,3470.0,4.69
2021-12-16 20:30:00,12189500,4.5,3470.0,4.69
2021-12-16 20:45:00,12189500,4.5,3470.0,4.69
2021-12-16 21:00:00,12189500,4.5,3470.0,4.69
2021-12-16 21:15:00,12189500,4.5,3480.0,4.7
2021-12-16 21:30:00,12189500,4.5,3450.0,4.68
2021-12-16 21:45:00,12189500,4.5,3450.0,4.68
2021-12-16 22:00:00,12189500,4.5,3450.0,4.68
2021-12-16 22:15:00,12189500,4.5,3450.0,4.68
2021-12-16 22:30:00,12189500,4.5,3430.0,4.67
2021-12-16 22:45:00,12189500,4.5,3430.0,4.67
2021-12-16 23:00:00,12189500,4.5,3430.0,4.67
2021-12-16 23:15:00,12189500,4.5,3430.0,4.67
2021-12-16 23:30:00,12189500,4.5,3410.0,4.66
2021-12-16 23:45:00,12189500,4.4,3430.0,4.67
2021-12-17 00:00:00,12189500,4.4,3430.0,4.67
2021-12-17 00:15:00,12189500,4.4,3430.0,4.67
2021-12-17 00:30:00,12189500,4.4,3430.0,4.67
2021-12-17 00:45:00,12189500,4.4,3410.0,4.66
2021-12-17 01:00:00,12189500,4.4,3390.0,4.65
2021-12-17 01:15:00,12189500,4.4,3410.0,4.66
2021-12-17 01:30:00,12189500,4.4,3390.0,4.65
2021-12-17 01:45:00,12189500,4.4,3410.0,4.66
2021-12-17 02:00:00,12189500,4.4,3390.0,4.65
2021-12-17 02:15:00,12189500,4.4,3390.0,4.65
2021-12-17 02:30:00,12189500,4.4,3370.0,4.64
2021-12-17 02:45:00,12189500,4.4,3390.0,4.65
2021-12-17 03:00:00,12189500,4.3,3390.0,4.65
2021-12-17 03:15:00,12189500,4.3,3370.0,4.64
2021-12-17 03:30:00,12189500,4.3,3370.0,4.64
2021-12-17 03:45:00,12189500,4.3,3350.0,4.63
2021-12-17 04:00:00,12189500,4.3,3370.0,4.64
2021-12-17 04:15:00,12189500,4.3,3330.0,4.62
2021-12-17 04:30:00,12189500,4.3,3330.0,4.62
2021-12-17 04:45:00,12189500,4.3,3350.0,4.63
2021-12-17 05:00:00,12189500,4.3,3330.0,4.62
2021-12-17 05:15:00,12189500,4.3,3330.0,4.62
2021-12-17 05:30:00,12189500,4.2,3330.0,4.62
2021-12-17 05:45:00,12189500,4.2,3330.0,4.62
2021-12-17 06:00:00,12189500,4.2,3350.0,4.63
2021-12-17 06:15:00,12189500,4.2,3310.0,4.61
2021-12-17 06:30:00,12189500,4.2,3310.0,4.61
2021-12-17 06:45:00,12189500,4.2,3310.0,4.61
2021-12-17 07:00:00,12189500,4.2,3310.0,4.61
2021-12-17 07:15:00,12189500,4.2,3300.0,4.6
2021-12-17 07:30:00,12189500,4.2,3300.0,4.6
2021-12-17 07:45:00,12189500,4.2,3300.0,4.6
2021-12-17 08:00:00,12189500,4.2,3300.0,4.6
2021-12-17 08:15:00,12189500,4.2,3300.0,4.6
2021-12-17 08:30:00,12189500,4.2,3310.0,4.61
2021-12-17 08:45:00,12189500,4.2,3280.0,4.59
2021-12-17 09:00:00,12189500,4.1,3280.0,4.59
2021-12-17 09:15:00,12189500,4.1,3280.0,4.59
2021-12-17 09:30:00,12189500,4.2,3280.0,4.59
2021-12-17 09:45:00,12189500,4.2,3280.0,4.59
2021-12-17 10:00:00,12189500,4.2,3280.0,4.59
2021-12-17 10:15:00,12189500,4.2,3260.0,4.58
2021-12-17 10:30:00,12189500,4.2,3260.0,4.58
2021-12-17 10:45:00,12189500,4.2,3280.0,4.59
2021-12-17 11:00:00,12189500,4.2,3260.0,4.58
2021-12-17 11:15:00,12189500,4.2,3260.0,4.58
2021-12-17 11:30:00,12189500,4.2,3260.0,4.58
2021-12-17 11:45:00,12189500,4.3,3260.0,4.58
2021-12-17 12:00:00,12189500,4.3,3260.0,4.58
2021-12-17 12:15:00,12189500,4.3,3240.0,4.57
2021-12-17 12:30:00,12189500,4.3,3240.0,4.57
2021-12-17 12:45:00,12189500,4.4,3260.0,4.58
2021-12-17 13:00:00,12189500,4.4,3220.0,4.56
2021-12-17 13:15:00,12189500,4.4,3240.0,4.57
2021-12-17 13:30:00,12189500,4.4,3240.0,4.57
2021-12-17 13:45:00,12189500,4.5,3220.0,4.56
2021-12-17 14:00:00,12189500,4.5,3220.0,4.56
2021-12-17 14:15:00,12189500,4.5,3240.0,4.57
2021-12-17 14:30:00,12189500,4.5,3220.0,4.56
2021-12-17 14:45:00,12189500,4.5,3220.0,4.56
2021-12-17 15:00:00,12189500,4.5,3220.0,4.56
2021-12-17 15:15:00,12189500,4.6,3220.0,4.56
2021-12-17 15:30:00,12189500,4.5,3220.0,4.56
2021-12-17 15:45:00,12189500,4.5,3200.0,4.55
2021-12-17 16:00:00,12189500,4.5,3200.0,4.55
2021-12-17 16:15:00,12189500,4.5,3200.0,4.55
2021-12-17 16:30:00,12189500,4.5,3220.0,4.56
2021-12-17 16:45:00,12189500,4.5,3200.0,4.55
2021-12-17 17:00:00,12189500,4.5,3180.0,4.54
2021-12-17 17:15:00,12189500,4.5,3180.0,4.54
2021-12-17 17:30:00,12189500,4.5,3180.0,4.54
2021-12-17 17:45:00,12189500,4.5,3180.0,4.54
2021-12-17 18:00:00,12189500,4.5,3180.0,4.54
2021-12-17 18:15:00,12189500,4.5,3180.0,4.54
2021-12-17 18:30:00,12189500,4.5,3170.0,4.53
2021-12-17 18:45:00,12189500,4.4,3170.0,4.53
2021-12-17 19:00:00,12189500,4.4,3170.0,4.53
2021-12-17 19:15:00,12189500,4.4,3180.0,4.54
2021-12-17 19:30:00,12189500,4.4,3170.0,4.53
2021-12-17 19:45:00,12189500,4.4,3170.0,4.53
2021-12-17 20:00:00,12189500,4.4,3170.0,4.53
2021-12-17 20:15:00,12189500,4.4,3170.0,4.53
2021-12-17 20:30:00,12189500,4.4,3150.0,4.52
2021-12-17 20:45:00,12189500,4.4,3170.0,4.53
2021-12-17 21:00:00,12189500,4.4,3170.0,4.53
2021-12-17 21:15:00,12189500,4.3,3170.0,4.53
2021-12-17 21:30:00,12189500,4.3,3170.0,4.53
2021-12-17 21:45:00,12189500,4.3,3170.0,4.53
2021-12-17 22:00:00,12189500,4.2,3170.0,4.53
2021-12-17 22:15:00,12189500,4.2,3170.0,4.53
2021-12-17 22:30:00,12189500,4.2,3170.0,4.53
2021-12-17 22:45:00,12189500,4.2,3170.0,4.53
2021-12-17 23:00:00,12189500,4.2,3170.0,4.53
2021-12-17 23:15:00,12189500,4.2,3180.0,4.54
2021-12-17 23:30:00,12189500,4.2,3170.0,4.53
2021-12-17 23:45:00,12189500,4.2,3170.0,4.53
2021-12-18 00:00:00,12189500,4.1,3170.0,4.53
2021-12-18 00:15:00,12189500,4.1,3170.0,4.53
2021-12-18 00:30:00,12189500,4.1,3170.0,4.53
2021-12-18 00:45:00,12189500,4.0,3170.0,4.53
