date,site_no,Temperature (C),Discharge (cfs),Gage Height (ft)
2021-01-01 00:00:00,12189500,5.6,5380.0,5.55
2021-01-01 00:15:00,12189500,5.6,5330.0,5.53
2021-01-01 00:30:00,12189500,5.6,5310.0,5.52
2021-01-01 00:45:00,12189500,5.6,5280.0,5.51
2021-01-01 01:00:00,12189500,5.6,5280.0,5.51
2021-01-01 01:15:00,12189500,5.6,5260.0,5.5
2021-01-01 01:30:00,12189500,5.6,5260.0,5.5
2021-01-01 01:45:00,12189500,5.6,5260.0,5.5
2021-01-01 02:00:00,12189500,5.6,5260.0,5.5
2021-01-01 02:15:00,12189500,5.6,5230.0,5.49
2021-01-01 02:30:00,12189500,5.6,5180.0,5.47
2021-01-01 02:45:00,12189500,5.6,5210.0,5.48
2021-01-01 03:00:00,12189500,5.6,5160.0,5.46
2021-01-01 03:15:00,12189500,5.6,5160.0,5.46
2021-01-01 03:30:00,12189500,5.6,5130.0,5.45
2021-01-01 03:45:00,12189500,5.6,5160.0,5.46
2021-01-01 04:00:00,12189500,5.6,5160.0,5.46
2021-01-01 04:15:00,12189500,5.6,5130.0,5.45
2021-01-01 04:30:00,12189500,5.6,5110.0,5.44
2021-01-01 04:45:00,12189500,5.6,5110.0,5.44
2021-01-01 05:00:00,12189500,5.5,5110.0,5.44
2021-01-01 05:15:00,12189500,5.5,5080.0,5.43
2021-01-01 05:30:00,12189500,5.5,5110.0,5.44
2021-01-01 05:45:00,12189500,5.5,5080.0,5.43
2021-01-01 06:00:00,12189500,5.5,5060.0,5.42
2021-01-01 06:15:00,12189500,5.5,5110.0,5.44
2021-01-01 06:30:00,12189500,5.5,5080.0,5.43
2021-01-01 06:45:00,12189500,5.5,5110.0,5.44
2021-01-01 07:00:00,12189500,5.5,5080.0,5.43
2021-01-01 07:15:00,12189500,5.5,5080.0,5.43
2021-01-01 07:30:00,12189500,5.5,5080.0,5.43
2021-01-01 07:45:00,12189500,5.5,5080.0,5.43
2021-01-01 08:00:00,12189500,5.5,5130.0,5.45
2021-01-01 08:15:00,12189500,5.5,5110.0,5.44
2021-01-01 08:30:00,12189500,5.5,5110.0,5.44
2021-01-01 08:45:00,12189500,5.5,5110.0,5.44
2021-01-01 09:00:00,12189500,5.5,5160.0,5.46
2021-01-01 09:15:00,12189500,5.5,5130.0,5.45
2021-01-01 09:30:00,12189500,5.5,5110.0,5.44
2021-01-01 09:45:00,12189500,5.5,5110.0,5.44
2021-01-01 10:00:00,12189500,5.5,5160.0,5.46
2021-01-01 10:15:00,12189500,5.5,5160.0,5.46
2021-01-01 10:30:00,12189500,5.5,5160.0,5.46
2021-01-01 10:45:00,12189500,5.5,5210.0,5.48
2021-01-01 11:00:00,12189500,5.5,5180.0,5.47
2021-01-01 11:15:00,12189500,5.5,5210.0,5.48
2021-01-01 11:30:00,12189500,5.5,5210.0,5.48
2021-01-01 11:45:00,12189500,5.5,5260.0,5.5
2021-01-01 12:00:00,12189500,5.6,5260.0,5.5
2021-01-01 12:15:00,12189500,5.6,5260.0,5.5
2021-01-01 12:30:00,12189500,5.6,5310.0,5.52
2021-01-01 12:45:00,12189500,5.6,5330.0,5.53
2021-01-01 13:00:00,12189500,5.6,5330.0,5.53
2021-01-01 13:15:00,12189500,5.6,5360.0,5.54
2021-01-01 13:30:00,12189500,5.6,5410.0,5.56
2021-01-01 13:45:00,12189500,5.6,5410.0,5.56
2021-01-01 14:00:00,12189500,5.6,5460.0,5.58
2021-01-01 14:15:00,12189500,5.7,5490.0,5.59
2021-01-01 14:30:00,12189500,5.6,5510.0,5.6
2021-01-01 14:45:00,12189500,5.7,5570.0,5.62
2021-01-01 15:00:00,12189500,5.7,5590.0,5.63
2021-01-01 15:15:00,12189500,5.7,5620.0,5.64
2021-01-01 15:30:00,12189500,5.7,5650.0,5.65
2021-01-01 15:45:00,12189500,5.7,5700.0,5.67
2021-01-01 16:00:00,12189500,5.7,5750.0,5.69
2021-01-01 16:15:00,12189500,5.7,5810.0,5.71
2021-01-01 16:30:00,12189500,5.7,5860.0,5.73
2021-01-01 16:45:00,12189500,5.8,5910.0,5.75
2021-01-01 17:00:00,12189500,5.8,5940.0,5.76
2021-01-01 17:15:00,12189500,5.8,6000.0,5.78
2021-01-01 17:30:00,12189500,5.8,6080.0,5.81
2021-01-01 17:45:00,12189500,5.8,6110.0,5.82
2021-01-01 18:00:00,12189500,5.8,6160.0,5.84
2021-01-01 18:15:00,12189500,5.8,6270.0,5.88
2021-01-01 18:30:00,12189500,5.8,6300.0,5.89
2021-01-01 18:45:00,12189500,5.8,6360.0,5.91
2021-01-01 19:00:00,12189500,5.8,6420.0,5.93
2021-01-01 19:15:00,12189500,5.8,6500.0,5.96
2021-01-01 19:30:00,12189500,5.8,6500.0,5.96
2021-01-01 19:45:00,12189500,5.8,6560.0,5.98
2021-01-01 20:00:00,12189500,5.8,6650.0,6.01
2021-01-01 20:15:00,12189500,5.8,6680.0,6.02
2021-01-01 20:30:00,12189500,5.8,6800.0,6.06
2021-01-01 20:45:00,12189500,5.8,6890.0,6.09
2021-01-01 21:00:00,12189500,5.8,7070.0,6.15
2021-01-01 21:15:00,12189500,5.8,7130.0,6.17
2021-01-01 21:30:00,12189500,5.8,7290.0,6.22
2021-01-01 21:45:00,12189500,5.8,7510.0,6.29
2021-01-01 22:00:00,12189500,5.8,7640.0,6.33
2021-01-01 22:15:00,12189500,5.8,7800.0,6.38
2021-01-01 22:30:00,12189500,5.8,7960.0,6.43
2021-01-01 22:45:00,12189500,5.8,8130.0,6.48
2021-01-01 23:00:00,12189500,5.8,8330.0,6.54
2021-01-01 23:15:00,12189500,5.8,8510.0,6.59
2021-01-01 23:30:00,12189500,5.8,8680.0,6.64
2021-01-01 23:45:00,12189500,5.8,8790.0,6.67
2021-01-02 00:00:00,12189500,5.8,8930.0,6.71
2021-01-02 00:15:00,12189500,5.8,9070.0,6.75
2021-01-02 00:30:00,12189500,5.8,9070.0,6.75
2021-01-02 00:45:00,12189500,5.8,9180.0,6.78
2021-01-02 01:00:00,12189500,5.8,9250.0,6.8
2021-01-02 01:15:00,12189500,5.7,9330.0,6.82
2021-01-02 01:30:00,12189500,5.7,9290.0,6.81
2021-01-02 01:45:00,12189500,5.7,9440.0,6.85
2021-01-02 02:00:00,12189500,5.7,9440.0,6.85
2021-01-02 02:15:00,12189500,5.7,9480.0,6.86
2021-01-02 02:30:00,12189500,5.6,9440.0,6.85
2021-01-02 02:45:00,12189500,5.6,9510.0,6.87
2021-01-02 03:00:00,12189500,5.6,9480.0,6.86
2021-01-02 03:15:00,12189500,5.6,9510.0,6.87
2021-01-02 03:30:00,12189500,5.6,9480.0,6.86
2021-01-02 03:45:00,12189500,5.6,9510.0,6.87
2021-01-02 04:00:00,12189500,5.6,9440.0,6.85
2021-01-02 04:15:00,12189500,5.6,9330.0,6.82
2021-01-02 04:30:00,12189500,5.6,9360.0,6.83
2021-01-02 04:45:00,12189500,5.6,9400.0,6.84
2021-01-02 05:00:00,12189500,5.6,9360.0,6.83
2021-01-02 05:15:00,12189500,5.6,9400.0,6.84
2021-01-02 05:30:00,12189500,5.6,9360.0,6.83
2021-01-02 05:45:00,12189500,5.6,9330.0,6.82
2021-01-02 06:00:00,12189500,5.6,9360.0,6.83
2021-01-02 06:15:00,12189500,5.6,9330.0,6.82
2021-01-02 06:30:00,12189500,5.6,9220.0,6.79
2021-01-02 06:45:00,12189500,5.6,9250.0,6.8
2021-01-02 07:00:00,12189500,5.6,9220.0,6.79
2021-01-02 07:15:00,12189500,5.6,9290.0,6.81
2021-01-02 07:30:00,12189500,5.6,9290.0,6.81
2021-01-02 07:45:00,12189500,5.6,9220.0,6.79
2021-01-02 08:00:00,12189500,5.6,9220.0,6.79
2021-01-02 08:15:00,12189500,5.6,9250.0,6.8
2021-01-02 08:30:00,12189500,5.6,9250.0,6.8
2021-01-02 08:45:00,12189500,5.6,9250.0,6.8
2021-01-02 09:00:00,12189500,5.6,9250.0,6.8
2021-01-02 09:15:00,12189500,5.6,9330.0,6.82
2021-01-02 09:30:00,12189500,5.6,9400.0,6.84
2021-01-02 09:45:00,12189500,5.6,9440.0,6.85
2021-01-02 10:00:00,12189500,5.6,9440.0,6.85
2021-01-02 10:15:00,12189500,5.6,9480.0,6.86
2021-01-02 10:30:00,12189500,5.6,9590.0,6.89
2021-01-02 10:45:00,12189500,5.6,9620.0,6.9
2021-01-02 11:00:00,12189500,5.6,9700.0,6.92
2021-01-02 11:15:00,12189500,5.6,9740.0,6.93
2021-01-02 11:30:00,12189500,5.6,9820.0,6.95
2021-01-02 11:45:00,12189500,5.6,9860.0,6.96
2021-01-02 12:00:00,12189500,5.6,9900.0,6.97
2021-01-02 12:15:00,12189500,5.6,9940.0,6.98
2021-01-02 12:30:00,12189500,5.6,9980.0,6.99
2021-01-02 12:45:00,12189500,5.6,10000.0,7.0
2021-01-02 13:00:00,12189500,5.6,10100.0,7.02
2021-01-02 13:15:00,12189500,5.6,10100.0,7.02
2021-01-02 13:30:00,12189500,5.6,10200.0,7.04
2021-01-02 13:45:00,12189500,5.6,10200.0,7.04
2021-01-02 14:00:00,12189500,5.6,10300.0,7.07
2021-01-02 14:15:00,12189500,5.6,10200.0,7.05
2021-01-02 14:30:00,12189500,5.6,10300.0,7.07
2021-01-02 14:45:00,12189500,5.6,10500.0,7.11
2021-01-02 15:00:00,12189500,5.6,10400.0,7.09
2021-01-02 15:15:00,12189500,5.6,10500.0,7.11
2021-01-02 15:30:00,12189500,5.6,10600.0,7.13
2021-01-02 15:45:00,12189500,5.6,10700.0,7.16
2021-01-02 16:00:00,12189500,5.6,10700.0,7.16
2021-01-02 16:15:00,12189500,5.6,10600.0,7.15
2021-01-02 16:30:00,12189500,5.6,10700.0,7.16
2021-01-02 16:45:00,12189500,5.6,10900.0,7.2
2021-01-02 17:00:00,12189500,5.6,10900.0,7.2
2021-01-02 17:15:00,12189500,5.6,10900.0,7.21
2021-01-02 17:30:00,12189500,5.6,11000.0,7.24
2021-01-02 17:45:00,12189500,5.6,11200.0,7.28
2021-01-02 18:00:00,12189500,5.6,11300.0,7.3
2021-01-02 18:15:00,12189500,5.6,11400.0,7.32
2021-01-02 18:30:00,12189500,5.6,11600.0,7.36
2021-01-02 18:45:00,12189500,5.6,11700.0,7.39
2021-01-02 19:00:00,12189500,5.6,12000.0,7.45
2021-01-02 19:15:00,12189500,5.7,12100.0,7.48
2021-01-02 19:30:00,12189500,5.6,12300.0,7.52
2021-01-02 19:45:00,12189500,5.6,12600.0,7.58
2021-01-02 20:00:00,12189500,5.7,12900.0,7.64
2021-01-02 20:15:00,12189500,5.6,13000.0,7.66
2021-01-02 20:30:00,12189500,5.7,13400.0,7.74
2021-01-02 20:45:00,12189500,5.7,13500.0,7.77
2021-01-02 21:00:00,12189500,5.6,14000.0,7.86
2021-01-02 21:15:00,12189500,5.6,14300.0,7.92
2021-01-02 21:30:00,12189500,5.6,14600.0,7.98
2021-01-02 21:45:00,12189500,5.6,15000.0,8.06
2021-01-02 22:00:00,12189500,5.6,15300.0,8.12
2021-01-02 22:15:00,12189500,5.6,15800.0,8.21
2021-01-02 22:30:00,12189500,5.6,16200.0,8.28
2021-01-02 22:45:00,12189500,5.6,16600.0,8.34
2021-01-02 23:00:00,12189500,5.6,16900.0,8.39
2021-01-02 23:15:00,12189500,5.6,17100.0,8.43
2021-01-02 23:30:00,12189500,5.6,17700.0,8.54
2021-01-02 23:45:00,12189500,5.6,18100.0,8.6
2021-01-03 00:00:00,12189500,5.5,18300.0,8.63
2021-01-03 00:15:00,12189500,5.5,18800.0,8.71
2021-01-03 00:30:00,12189500,5.5,19000.0,8.75
2021-01-03 00:45:00,12189500,5.4,19400.0,8.8
2021-01-03 01:00:00,12189500,5.4,19900.0,8.88
2021-01-03 01:15:00,12189500,5.4,19900.0,8.89
2021-01-03 01:30:00,12189500,5.3,20200.0,8.93
2021-01-03 01:45:00,12189500,5.3,20300.0,8.94
2021-01-03 02:00:00,12189500,5.3,20100.0,8.92
2021-01-03 02:15:00,12189500,5.2,20400.0,8.96
2021-01-03 02:30:00,12189500,5.2,20300.0,8.94
2021-01-03 02:45:00,12189500,5.2,19900.0,8.88
2021-01-03 03:00:00,12189500,5.1,20100.0,8.92
2021-01-03 03:15:00,12189500,5.1,19800.0,8.87
2021-01-03 03:30:00,12189500,5.0,19600.0,8.84
2021-01-03 03:45:00,12189500,5.0,19400.0,8.8
2021-01-03 04:00:00,12189500,5.0,19200.0,8.77
2021-01-03 04:15:00,12189500,4.9,18900.0,8.73
2021-01-03 04:30:00,12189500,4.8,18700.0,8.7
2021-01-03 04:45:00,12189500,4.8,18300.0,8.63
2021-01-03 05:00:00,12189500,4.7,18200.0,8.62
2021-01-03 05:15:00,12189500,4.7,17900.0,8.57
2021-01-03 05:30:00,12189500,4.7,17700.0,8.54
2021-01-03 05:45:00,12189500,4.6,17600.0,8.51
2021-01-03 06:00:00,12189500,4.6,17200.0,8.45
2021-01-03 06:15:00,12189500,4.6,17000.0,8.41
2021-01-03 06:30:00,12189500,4.5,16700.0,8.36
2021-01-03 06:45:00,12189500,4.5,16400.0,8.31
2021-01-03 07:00:00,12189500,4.5,16200.0,8.27
2021-01-03 07:15:00,12189500,4.4,15700.0,8.19
2021-01-03 07:30:00,12189500,4.4,15500.0,8.15
2021-01-03 07:45:00,12189500,4.4,15300.0,8.11
2021-01-03 08:00:00,12189500,4.4,15300.0,8.11
2021-01-03 08:15:00,12189500,4.4,14900.0,8.04
2021-01-03 08:30:00,12189500,4.4,14900.0,8.03
2021-01-03 08:45:00,12189500,4.4,14600.0,7.99
2021-01-03 09:00:00,12189500,4.4,14400.0,7.95
2021-01-03 09:15:00,12189500,4.4,14300.0,7.93
2021-01-03 09:30:00,12189500,4.4,14000.0,7.87
2021-01-03 09:45:00,12189500,4.5,13900.0,7.84
2021-01-03 10:00:00,12189500,4.5,13700.0,7.8
2021-01-03 10:15:00,12189500,4.5,13800.0,7.82
2021-01-03 10:30:00,12189500,4.5,13400.0,7.75
2021-01-03 10:45:00,12189500,4.5,13400.0,7.74
2021-01-03 11:00:00,12189500,4.6,13100.0,7.69
2021-01-03 11:15:00,12189500,4.6,13100.0,7.69
2021-01-03 11:30:00,12189500,4.6,13000.0,7.66
2021-01-03 11:45:00,12189500,4.6,12800.0,7.63
2021-01-03 12:00:00,12189500,4.6,12800.0,7.62
2021-01-03 12:15:00,12189500,4.7,12500.0,7.56
2021-01-03 12:30:00,12189500,4.7,12600.0,7.58
2021-01-03 12:45:00,12189500,4.8,12300.0,7.53
2021-01-03 13:00:00,12189500,4.8,12300.0,7.53
2021-01-03 13:15:00,12189500,4.8,12200.0,7.49
2021-01-03 13:30:00,12189500,4.8,12100.0,7.47
2021-01-03 13:45:00,12189500,4.9,12000.0,7.46
2021-01-03 14:00:00,12189500,4.9,11900.0,7.44
2021-01-03 14:15:00,12189500,5.0,11900.0,7.44
2021-01-03 14:30:00,12189500,5.0,11700.0,7.39
2021-01-03 14:45:00,12189500,5.0,11600.0,7.37
2021-01-03 15:00:00,12189500,5.1,11700.0,7.38
2021-01-03 15:15:00,12189500,5.1,11600.0,7.36
2021-01-03 15:30:00,12189500,5.1,11400.0,7.33
2021-01-03 15:45:00,12189500,5.1,11400.0,7.33
2021-01-03 16:00:00,12189500,5.1,11300.0,7.3
2021-01-03 16:15:00,12189500,5.1,11200.0,7.27
2021-01-03 16:30:00,12189500,5.1,11100.0,7.26
2021-01-03 16:45:00,12189500,5.1,11100.0,7.26
2021-01-03 17:00:00,12189500,5.1,11100.0,7.26
2021-01-03 17:15:00,12189500,5.2,10900.0,7.22
2021-01-03 17:30:00,12189500,5.1,10900.0,7.22
2021-01-03 17:45:00,12189500,5.1,10900.0,7.21
2021-01-03 18:00:00,12189500,5.2,10900.0,7.21
2021-01-03 18:15:00,12189500,5.2,10800.0,7.19
2021-01-03 18:30:00,12189500,5.1,10700.0,7.17
2021-01-03 18:45:00,12189500,5.1,10600.0,7.14
2021-01-03 19:00:00,12189500,5.1,10600.0,7.13
2021-01-03 19:15:00,12189500,5.1,10500.0,7.12
2021-01-03 19:30:00,12189500,5.1,10500.0,7.12
2021-01-03 19:45:00,12189500,5.1,10400.0,7.1
2021-01-03 20:00:00,12189500,5.1,10400.0,7.09
2021-01-03 20:15:00,12189500,5.1,10400.0,7.08
2021-01-03 20:30:00,12189500,5.1,10200.0,7.05
2021-01-03 20:45:00,12189500,5.1,10300.0,7.07
2021-01-03 21:00:00,12189500,5.1,10100.0,7.03
2021-01-03 21:15:00,12189500,5.1,10100.0,7.02
2021-01-03 21:30:00,12189500,5.1,9980.0,6.99
2021-01-03 21:45:00,12189500,5.1,9900.0,6.97
2021-01-03 22:00:00,12189500,5.1,9900.0,6.97
2021-01-03 22:15:00,12189500,5.1,9820.0,6.95
2021-01-03 22:30:00,12189500,5.1,9780.0,6.94
2021-01-03 22:45:00,12189500,5.0,9780.0,6.94
2021-01-03 23:00:00,12189500,5.0,9620.0,6.9
2021-01-03 23:15:00,12189500,5.0,9620.0,6.9
2021-01-03 23:30:00,12189500,5.0,9620.0,6.9
2021-01-03 23:45:00,12189500,5.0,9590.0,6.89
2021-01-04 00:00:00,12189500,5.0,9480.0,6.86
2021-01-04 00:15:00,12189500,5.0,9440.0,6.85
2021-01-04 00:30:00,12189500,5.0,9440.0,6.85
2021-01-04 00:45:00,12189500,5.0,9330.0,6.82
2021-01-04 01:00:00,12189500,5.0,9290.0,6.81
2021-01-04 01:15:00,12189500,5.0,9250.0,6.8
2021-01-04 01:30:00,12189500,5.0,9180.0,6.78
2021-01-04 01:45:00,12189500,5.0,9140.0,6.77
2021-01-04 02:00:00,12189500,5.0,9110.0,6.76
2021-01-04 02:15:00,12189500,5.0,9040.0,6.74
2021-01-04 02:30:00,12189500,5.0,9040.0,6.74
2021-01-04 02:45:00,12189500,5.0,9000.0,6.73
2021-01-04 03:00:00,12189500,5.0,8960.0,6.72
2021-01-04 03:15:00,12189500,5.0,8890.0,6.7
2021-01-04 03:30:00,12189500,5.0,8890.0,6.7
2021-01-04 03:45:00,12189500,5.0,8860.0,6.69
2021-01-04 04:00:00,12189500,5.0,8820.0,6.68
2021-01-04 04:15:00,12189500,5.0,8790.0,6.67
2021-01-04 04:30:00,12189500,5.0,8720.0,6.65
2021-01-04 04:45:00,12189500,5.0,8750.0,6.66
2021-01-04 05:00:00,12189500,5.0,8680.0,6.64
2021-01-04 05:15:00,12189500,5.0,8650.0,6.63
2021-01-04 05:30:00,12189500,5.1,8680.0,6.64
2021-01-04 05:45:00,12189500,5.0,8680.0,6.64
2021-01-04 06:00:00,12189500,5.1,8680.0,6.64
2021-01-04 06:15:00,12189500,5.1,8650.0,6.63
2021-01-04 06:30:00,12189500,5.1,8580.0,6.61
2021-01-04 06:45:00,12189500,5.1,8610.0,6.62
2021-01-04 07:00:00,12189500,5.1,8650.0,6.63
2021-01-04 07:15:00,12189500,5.1,8610.0,6.62
2021-01-04 07:30:00,12189500,5.1,8650.0,6.63
2021-01-04 07:45:00,12189500,5.1,8680.0,6.64
2021-01-04 08:00:00,12189500,5.2,8680.0,6.64
2021-01-04 08:15:00,12189500,5.2,8610.0,6.62
2021-01-04 08:30:00,12189500,5.2,8680.0,6.64
2021-01-04 08:45:00,12189500,5.2,8680.0,6.64
2021-01-04 09:00:00,12189500,5.2,8720.0,6.65
2021-01-04 09:15:00,12189500,5.2,8820.0,6.68
2021-01-04 09:30:00,12189500,5.2,8820.0,6.68
2021-01-04 09:45:00,12189500,5.2,8860.0,6.69
2021-01-04 10:00:00,12189500,5.2,9040.0,6.74
2021-01-04 10:15:00,12189500,5.3,8960.0,6.72
2021-01-04 10:30:00,12189500,5.3,9000.0,6.73
2021-01-04 10:45:00,12189500,5.3,9140.0,6.77
2021-01-04 11:00:00,12189500,5.3,9180.0,6.78
2021-01-04 11:15:00,12189500,5.3,9220.0,6.79
2021-01-04 11:30:00,12189500,5.3,9250.0,6.8
2021-01-04 11:45:00,12189500,5.4,9400.0,6.84
2021-01-04 12:00:00,12189500,5.4,9400.0,6.84
2021-01-04 12:15:00,12189500,5.4,9440.0,6.85
2021-01-04 12:30:00,12189500,5.4,9510.0,6.87
2021-01-04 12:45:00,12189500,5.4,9620.0,6.9
2021-01-04 13:00:00,12189500,5.4,9660.0,6.91
2021-01-04 13:15:00,12189500,5.4,9820.0,6.95
2021-01-04 13:30:00,12189500,5.4,9820.0,6.95
2021-01-04 13:45:00,12189500,5.4,9900.0,6.97
2021-01-04 14:00:00,12189500,5.4,10100.0,7.01
2021-01-04 14:15:00,12189500,5.4,10100.0,7.01
2021-01-04 14:30:00,12189500,5.4,10300.0,7.06
2021-01-04 14:45:00,12189500,5.5,10200.0,7.05
2021-01-04 15:00:00,12189500,5.5,10300.0,7.06
2021-01-04 15:15:00,12189500,5.5,10400.0,7.08
2021-01-04 15:30:00,12189500,5.5,10400.0,7.1
2021-01-04 15:45:00,12189500,5.5,10400.0,7.1
2021-01-04 16:00:00,12189500,5.5,10500.0,7.12
2021-01-04 16:15:00,12189500,5.5,10600.0,7.15
2021-01-04 16:30:00,12189500,5.5,10800.0,7.18
2021-01-04 16:45:00,12189500,5.5,10700.0,7.17
2021-01-04 17:00:00,12189500,5.5,10900.0,7.2
2021-01-04 17:15:00,12189500,5.5,11000.0,7.23
2021-01-04 17:30:00,12189500,5.5,11200.0,7.27
2021-01-04 17:45:00,12189500,5.5,11300.0,7.29
2021-01-04 18:00:00,12189500,5.4,11300.0,7.3
2021-01-04 18:15:00,12189500,5.4,11400.0,7.32
2021-01-04 18:30:00,12189500,5.5,11400.0,7.32
2021-01-04 18:45:00,12189500,5.4,11400.0,7.32
2021-01-04 19:00:00,12189500,5.4,11400.0,7.33
2021-01-04 19:15:00,12189500,5.4,11500.0,7.35
2021-01-04 19:30:00,12189500,5.4,11600.0,7.36
2021-01-04 19:45:00,12189500,5.4,11500.0,7.35
2021-01-04 20:00:00,12189500,5.4,11600.0,7.36
2021-01-04 20:15:00,12189500,5.4,11500.0,7.34
2021-01-04 20:30:00,12189500,5.4,11500.0,7.34
2021-01-04 20:45:00,12189500,5.4,11500.0,7.35
2021-01-04 21:00:00,12189500,5.4,11500.0,7.34
2021-01-04 21:15:00,12189500,5.4,11500.0,7.34
2021-01-04 21:30:00,12189500,5.4,11500.0,7.34
2021-01-04 21:45:00,12189500,5.4,11400.0,7.32
2021-01-04 22:00:00,12189500,5.4,11400.0,7.32
2021-01-04 22:15:00,12189500,5.4,11400.0,7.33
2021-01-04 22:30:00,12189500,5.4,11300.0,7.3
2021-01-04 22:45:00,12189500,5.4,11300.0,7.3
2021-01-04 23:00:00,12189500,5.3,11300.0,7.29
2021-01-04 23:15:00,12189500,5.4,11300.0,7.29
2021-01-04 23:30:00,12189500,5.3,11200.0,7.27
2021-01-04 23:45:00,12189500,5.3,11100.0,7.25
2021-01-05 00:00:00,12189500,5.3,11100.0,7.26
2021-01-05 00:15:00,12189500,5.3,11100.0,7.26
2021-01-05 00:30:00,12189500,5.3,11000.0,7.24
2021-01-05 00:45:00,12189500,5.3,10900.0,7.22
2021-01-05 01:00:00,12189500,5.3,10900.0,7.22
2021-01-05 01:15:00,12189500,5.2,10900.0,7.22
2021-01-05 01:30:00,12189500,5.2,10900.0,7.21
2021-01-05 01:45:00,12189500,5.2,10900.0,7.2
2021-01-05 02:00:00,12189500,5.2,10900.0,7.2
2021-01-05 02:15:00,12189500,5.2,10700.0,7.17
2021-01-05 02:30:00,12189500,5.2,10600.0,7.15
2021-01-05 02:45:00,12189500,5.2,10600.0,7.15
2021-01-05 03:00:00,12189500,5.2,10600.0,7.15
2021-01-05 03:15:00,12189500,5.2,10600.0,7.13
2021-01-05 03:30:00,12189500,5.1,10600.0,7.13
2021-01-05 03:45:00,12189500,5.1,10500.0,7.11
2021-01-05 04:00:00,12189500,5.1,10300.0,7.07
2021-01-05 04:15:00,12189500,5.1,10300.0,7.07
2021-01-05 04:30:00,12189500,5.0,10100.0,7.03
2021-01-05 04:45:00,12189500,5.0,10300.0,7.06
2021-01-05 05:00:00,12189500,5.0,10200.0,7.04
2021-01-05 05:15:00,12189500,5.0,10100.0,7.02
2021-01-05 05:30:00,12189500,5.0,9980.0,6.99
2021-01-05 05:45:00,12189500,5.0,9900.0,6.97
2021-01-05 06:00:00,12189500,4.9,9900.0,6.97
2021-01-05 06:15:00,12189500,4.9,9860.0,6.96
2021-01-05 06:30:00,12189500,4.9,9700.0,6.92
2021-01-05 06:45:00,12189500,4.9,9780.0,6.94
2021-01-05 07:00:00,12189500,4.9,9700.0,6.92
2021-01-05 07:15:00,12189500,4.9,9590.0,6.89
2021-01-05 07:30:00,12189500,4.8,9510.0,6.87
2021-01-05 07:45:00,12189500,4.8,9550.0,6.88
2021-01-05 08:00:00,12189500,4.8,9480.0,6.86
2021-01-05 08:15:00,12189500,4.8,9400.0,6.84
2021-01-05 08:30:00,12189500,4.8,9290.0,6.81
2021-01-05 08:45:00,12189500,4.8,9290.0,6.81
2021-01-05 09:00:00,12189500,4.8,9250.0,6.8
2021-01-05 09:15:00,12189500,4.8,9250.0,6.8
2021-01-05 09:30:00,12189500,4.8,9140.0,6.77
2021-01-05 09:45:00,12189500,4.8,9140.0,6.77
2021-01-05 10:00:00,12189500,4.8,9070.0,6.75
2021-01-05 10:15:00,12189500,4.8,9040.0,6.74
2021-01-05 10:30:00,12189500,4.8,9000.0,6.73
2021-01-05 10:45:00,12189500,4.8,8930.0,6.71
2021-01-05 11:00:00,12189500,4.8,8930.0,6.71
2021-01-05 11:15:00,12189500,4.9,8890.0,6.7
2021-01-05 11:30:00,12189500,4.9,8820.0,6.68
2021-01-05 11:45:00,12189500,4.9,8750.0,6.66
2021-01-05 12:00:00,12189500,4.9,8720.0,6.65
2021-01-05 12:15:00,12189500,4.9,8680.0,6.64
2021-01-05 12:30:00,12189500,4.9,8680.0,6.64
2021-01-05 12:45:00,12189500,4.9,8610.0,6.62
2021-01-05 13:00:00,12189500,4.9,8540.0,6.6
2021-01-05 13:15:00,12189500,4.9,8540.0,6.6
2021-01-05 13:30:00,12189500,5.0,8510.0,6.59
2021-01-05 13:45:00,12189500,5.0,8470.0,6.58
2021-01-05 14:00:00,12189500,5.0,8440.0,6.57
2021-01-05 14:15:00,12189500,5.0,8440.0,6.57
2021-01-05 14:30:00,12189500,5.0,8400.0,6.56
2021-01-05 14:45:00,12189500,5.0,8370.0,6.55
2021-01-05 15:00:00,12189500,5.0,8300.0,6.53
2021-01-05 15:15:00,12189500,5.0,8270.0,6.52
2021-01-05 15:30:00,12189500,5.0,8270.0,6.52
2021-01-05 15:45:00,12189500,5.1,8230.0,6.51
2021-01-05 16:00:00,12189500,5.1,8200.0,6.5
2021-01-05 16:15:00,12189500,5.1,8160.0,6.49
2021-01-05 16:30:00,12189500,5.1,8200.0,6.5
2021-01-05 16:45:00,12189500,5.1,8130.0,6.48
2021-01-05 17:00:00,12189500,5.2,8130.0,6.48
2021-01-05 17:15:00,12189500,5.2,8100.0,6.47
2021-01-05 17:30:00,12189500,5.2,8060.0,6.46
2021-01-05 17:45:00,12189500,5.2,8100.0,6.47
2021-01-05 18:00:00,12189500,5.2,8030.0,6.45
2021-01-05 18:15:00,12189500,5.2,8030.0,6.45
2021-01-05 18:30:00,12189500,5.2,8060.0,6.46
2021-01-05 18:45:00,12189500,5.2,8000.0,6.44
2021-01-05 19:00:00,12189500,5.2,8030.0,6.45
2021-01-05 19:15:00,12189500,5.2,8000.0,6.44
2021-01-05 19:30:00,12189500,5.3,8000.0,6.44
2021-01-05 19:45:00,12189500,5.3,8030.0,6.45
2021-01-05 20:00:00,12189500,5.3,7960.0,6.43
