,agency_cd,site_no,station_nm,site_tp_cd,lat_va,long_va,dec_lat_va,dec_long_va,coord_meth_cd,coord_acy_cd,coord_datum_cd,dec_coord_datum_cd,district_cd,state_cd,county_cd,country_cd,land_net_ds,map_nm,map_scale_fc,alt_va,alt_meth_cd,alt_acy_va,alt_datum_cd,huc_cd,basin_cd,topo_cd,instruments_cd,construction_dt,inventory_dt,drain_area_va,contrib_drain_area_va,tz_cd,local_time_fg,reliability_cd,gw_file_cd,nat_aqfr_cd,aqfr_cd,aqfr_type_cd,well_depth_va,hole_depth_va,depth_src_cd,project_no
0,USGS,12193000,"LAKE SHANNON AT CONCRETE, WA",LK,483253,1214422,48.5478564,-121.7406695,M,S,NAD27,NAD83,53,53,57,US,    SWS02 T35N  R08E  W,,,0,R,0.5,NAVD88,17110005,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,297,,PST,Y,,NNNNNNNN,,,,,,,
